,fighter,final_elo
749,Ricardo Romero,1482.6948526218434
750,David Branch,1497.205556410353
751,Karlos Vemola,1468.9479124863872
752,Charles Oliveira,1673.4728598256766
753,Todd Brown,1467.4421805089876
754,Christian Morecraft,1472.112182204312
755,Amilcar Alves,1469.764135233499
756,James Toney,1488.7202141523333
757,TJ Waldburger,1502.533161532369
758,David Mitchell,1460.2645752959318
759,Rafael Natal,1521.2556798459643
760,Pat Audinwood,1469.3110435016645
761,Sean McCorkle,1483.9989455910766
762,Mark Hunt,1511.4192639439857
763,Rob Broughton,1484.8617588324084
764,Vinicius Queiroz,1484.0
765,Paul Sass,1515.9659814979761
766,Curt Warburton,1488.0607346600484
767,Fabio Maldonado,1490.9757508845364
768,Jake Shields,1530.4589369387784
769,Dongi Yang,1489.1818703062875
770,Carlos Eduardo Rocha,1485.1248844270347
771,Alexandre Ferreira,1485.5717132365266
772,Pascal Krauss,1501.0774481738904
773,Mark Scanlon,1484.0
774,Maiquel Falcao,1518.0982942088476
775,Edson Barboza,1567.6984912300393
776,Mike Lullo,1468.736306793522
777,TJ O'Brien,1471.259432793051
778,Jonathan Brookins,1486.2689504625976
779,Michael Johnson,1504.1651819368335
780,Nam Phan,1447.701002643962
781,Ian Loveland,1482.5950719527063
782,Tyler Toner,1484.0
783,Kyle Watson,1499.9673668527043
784,Sako Chivitchian,1484.0
785,Nick Pace,1483.335862052334
786,Will Campuzano,1440.9897761680481
787,Pablo Garza,1497.8287702975035
788,Fredson Paixao,1484.0
789,Cody McKenzie,1484.0704882436219
790,Aaron Wilkinson,1484.0
791,Jesse Bongfeldt,1484.141564507903
792,Sean Pierson,1536.7865862843796
793,John Makdessi,1522.5464553546512
794,Dustin Poirier,1663.1414305537855
795,Josh Grispi,1438.29325822097
796,Diego Nunes,1504.8311542711997
797,Antonio McKee,1484.280745157723
798,Chris Cariaso,1506.6400003994986
799,Rani Yahya,1566.7433459070771
800,Willamy Freire,1484.0619404025879
801,Miguel Torres,1501.3702988921423
802,Antonio Banuelos,1484.0
803,Chad Mendes,1565.5389453572163
804,Demetrious Johnson,1667.6476908143761
805,Norifumi Yamamoto,1453.4372872148977
806,Kenny Robertson,1493.0072696731715
807,Donald Cerrone,1557.1587659144857
808,Brian Ebersole,1528.1005988729225
809,Nick Ring,1499.1683859975087
810,Riki Fukuda,1486.1623103998909
811,Tom Blackledge,1481.8848035205197
812,Zhang Tiequan,1468.0757733296807
813,Maciej Jewtuszko,1483.3360015572835
814,Chris Weidman,1577.2482929339462
815,Brian Bowles,1496.6692094465106
816,Damacio Page,1452.097266801144
817,Shane Roller,1472.7376981716816
818,Takeya Mizugaki,1520.643820208039
819,Reuben Duran,1468.147797258512
820,Danny Castillo,1499.1081639053598
821,Urijah Faber,1560.982433489144
822,Eddie Wineland,1461.0063578908637
823,Kamal Shalorus,1459.0402401937667
824,Constantinos Philippou,1529.1300558803446
825,Anthony Njokuani,1474.0708835395872
826,Joseph Benavidez,1598.0057782496472
827,Erik Koch,1500.999840054768
828,Raphael Assuncao,1551.6099029274285
829,Chan Sung Jung,1553.0919655149642
830,Mackens Semerzier,1500.0
831,Alex Caceres,1546.546406443855
832,Michael McDonald,1542.8542121943146
833,Edwin Figueroa,1469.6380480318398
834,Jose Aldo,1597.7759014700546
835,Benson Henderson,1620.955629436249
836,Yves Jabouin,1494.6765913056854
837,Charlie Valencia,1483.2702620086807
838,Renan Barao,1489.4175562201972
839,Cole Escovedo,1452.736306793522
840,Tony Ferguson,1548.0590925473512
841,Ramsey Nijem,1497.4008989609067
842,Anthony Pettis,1570.0982429009673
843,Chris Cope,1483.0866291455895
844,Chuck O'Neil,1484.0
845,Francisco Rivera,1473.561249234416
846,Shamar Bailey,1484.7685196358198
847,Ryan McGillivray,1484.0
848,Clay Harvison,1482.7060741107955
849,Justin Edwards,1455.843942955472
850,Scott Jorgensen,1438.7151592698403
851,Ken Stone,1500.0016428387537
852,Danny Downes,1469.033422538619
853,Dave Herman,1458.3701948360574
854,Jon Olav Einemo,1471.0004423899568
855,Vagner Rocha,1470.8824010722903
856,James Head,1487.4399883074711
857,Jason Young,1468.991404673422
858,Aaron Rosa,1485.3182394989747
859,Javier Vazquez,1516.6438031967587
860,Ricardo Lamas,1572.8854321359142
861,Edward Faaloloto,1469.3872873759078
862,Dominick Cruz,1572.7585372898752
863,Jeff Hougland,1484.057460984802
864,Donny Walker,1468.0
865,Paul Bradley,1469.7199670788716
866,Ronny Markes,1514.1896473662703
867,Jimy Hettes,1498.8051857195594
868,Stanislav Nedkov,1483.3805746496616
869,Johnny Eduardo,1470.8615253202777
870,Erick Silva,1494.0595549462598
871,Luis Ramos,1470.0063792603846
872,Iuri Alcantara,1528.1683373086137
873,Felipe Arantes,1484.3940223471468
874,Lance Benoist,1500.5674515229414
875,Jorge Lopez,1469.3203777565282
876,Robert Peralta,1513.118543910506
877,Mike Stumpf,1468.883503095808
878,Eddie Yagin,1500.6324176125022
879,Mike Easton,1482.2259471239204
880,Byron Bloodworth,1470.1966712010385
881,Walel Watson,1466.720159932566
882,Joseph Sandoval,1468.736306793522
883,Stipe Miocic,1656.9857022328986
884,Hatsu Hioki,1473.0606794122807
885,Bart Palaszewski,1471.1248506239945
886,Francis Carmont,1539.0892848078206
887,Clifford Starks,1484.2840606607813
888,Dustin Jacoby,1515.4287786800717
889,Brad Pickett,1448.587109293445
890,Papy Abedi,1473.3662054523481
891,John Maguire,1485.236380928455
892,Philip De Fries,1484.5315668414696
893,Che Mills,1517.478625895177
894,Vaughan Lee,1470.5748061260433
895,Cub Swanson,1552.525752143093
896,Matt Lucas,1483.2591408739984
897,Darren Uyenoyama,1498.4402265424092
898,Cung Le,1506.4111518714685
899,Alex Soto,1469.366444599677
900,Diego Brandao,1528.796596542371
901,Dennis Bermudez,1532.2605373447136
902,John Dodson,1537.1183759451367
903,TJ Dillashaw,1622.2729496573404
904,Johnny Bedford,1482.9941607220567
905,Louis Gaudinot,1471.3433307053917
906,Marcus Brimage,1492.7636907208646
907,Stephen Bass,1484.0
908,John Albert,1453.410882931575
909,Dustin Pague,1441.012604302851
910,Roland Delorme,1494.560037507199
911,Josh Ferguson,1470.1661031368037
912,Steven Siler,1508.762367072606
913,Josh Clopton,1470.039520425746
914,Bryan Caraway,1531.0533338583277
915,Dustin Neace,1484.0
916,John Cholish,1487.2094161645607
917,Mitch Clarke,1458.5938519282345
918,Jake Hecht,1484.8553959519743
919,Alistair Overeem,1577.5779934272546
920,Carlo Prater,1483.9273710902423
921,Ednaldo Oliveira,1469.6654817448416
922,Antonio Carvalho,1503.3704413568792
923,Jared Papazian,1453.440263670026
924,Nick Denis,1499.2976013366472
925,Khabib Nurmagomedov,1692.595401289289
926,Tommy Hayden,1468.1864532274606
927,Daniel Pineda,1464.4230726462124
928,Pat Schilling,1468.0996198623789
929,Eric Wisely,1467.4121902365932
930,Lavar Johnson,1500.3848840688381
931,Henry Martinez,1485.6604666786163
932,Michael Kuiper,1468.1030523569227
933,Stephen Thompson,1559.7985509491302
934,Dan Stittgen,1468.736306793522
935,Max Holloway,1677.071234523752
936,Justin Salas,1482.8717789101
937,Anton Kuivanen,1484.736306793522
938,Tim Means,1500.0072599817943
939,Bernardo Magalhaes,1468.0467627516816
940,Eiji Mitsuoka,1469.706656867168
941,Issei Tamura,1484.0650606806378
942,Yasuhiro Urushitani,1469.3345123425697
943,Ian McCall,1491.107200945734
944,Nick Penner,1468.2925463258805
945,Andrew Craig,1485.6575140229993
946,Shawn Jordan,1533.652113278429
947,Oli Thompson,1468.7394890718613
948,Siyar Bahadurzada,1503.537517926779
949,Tom DeBlass,1467.8878830146914
950,Magnus Cedenblad,1528.475507412742
951,Reza Madadi,1486.1746519434862
952,Yoislandy Izquierdo,1466.8345560712273
953,Simeon Thoresen,1483.3824241067518
954,Besam Yousef,1467.4249856255524
955,Chris Clements,1499.4712825448917
956,Chad Griggs,1471.56184267207
957,Maximo Blanco,1488.98581100846
958,Tim Elliott,1506.928583754961
959,John Lineker,1604.222909617376
960,Marcus LeVesseur,1484.0812434107213
961,Shane del Rosario,1469.5785264986073
962,Antonio Silva,1461.8734977420843
963,Glover Teixeira,1621.5086659921512
964,Michael Chiesa,1582.034812301859
965,Al Iaquinta,1550.3364993395446
966,Daron Cruickshank,1491.1512199230624
967,Chris Tickle,1484.0
968,Myles Jury,1551.8660070778008
969,Chris Saunders,1484.0
970,Sam Sicilia,1471.719688265027
971,Cristiano Marcello,1470.0738049260747
972,Joe Proctor,1495.481565853317
973,Jeremy Larsen,1453.5599564398951
974,Erik Perez,1571.0319038937234
975,Justin Lawrence,1483.197622782199
976,John Cofer,1468.736306793522
977,Buddy Roberts,1503.1535230497184
978,Caio Magalhaes,1514.9215772007487
979,CJ Keith,1468.825052852529
980,Joey Gambino,1470.245618786718
981,Brock Jardine,1469.5794128988282
982,Cezar Ferreira,1531.6206715430505
983,Sergio Moraes,1538.0541105431312
984,Rony Jason,1499.1964099651407
985,Godofredo Pepey,1491.5816445818875
986,Hacran Dias,1479.4001348662932
987,Marcos Vinicius,1484.0
988,Wagner Campos,1484.0
989,Francisco Trinaldo,1614.9434828269002
990,Delson Heleno,1484.0
991,Hugo Viana,1495.905059344663
992,John Teixeira,1484.0
993,Thiago Perpetuo,1482.1200088501205
994,Leonardo Mafra,1472.6264068587975
995,Milton Vieira,1483.296043123496
996,Rodrigo Damm,1482.8074634176676
997,Anistavio Medeiros,1484.0
998,Marcelo Guimaraes,1498.1783993208642
999,Hector Lombard,1450.3095268668544
1000,Ryan Jimmo,1487.3681566326093
1001,Mitch Gagnon,1498.0965628290505
1002,Wagner Prado,1471.4326944278314
1003,John Moraga,1534.5762323800773
1004,Ulysses Gomez,1468.0323497647144
1005,Chico Camus,1485.652586648384
1006,Roger Hollett,1470.3316182421531
1007,Jimi Manuwa,1504.4549786519792
1008,Akira Corassani,1499.5023317596638
1009,Andy Ogle,1438.6315118022808
1010,Tom Watson,1459.194888712654
1011,Gunnar Nelson,1577.8533246955842
1012,Jussier Formiga,1539.9253499826946
1013,Phil Harris,1469.9326561187231
1014,Renee Forte,1471.2386193391585
1015,Motonobu Tezuka,1467.32591407421
1016,Jon Tuck,1483.4009217872401
1017,Azamat Gashimov,1469.4706184233016
1018,Abel Trujillo,1531.3435624860729
1019,Norman Parke,1525.8659866282608
1020,Colin Fletcher,1468.0
1021,Robert Whittaker,1648.9699797855362
1022,Brad Scott,1471.1941336315786
1023,Yaotzin Meza,1470.698975989351
1024,Cody Donovan,1466.677872505823
1025,Ben Alloway,1483.2976013366472
1026,Manuel Rodriguez,1484.0
1027,Mike Wilkinson,1502.0497096427148
1028,Brendan Loughnane,1484.0
1029,Colton Smith,1469.3786463598988
1030,Mike Ricci,1486.2381140923083
1031,Rustam Khabilov,1600.7222572635728
1032,Vinc Pichel,1543.1830427550954
1033,Mike Rio,1470.0752595196504
1034,Derek Brunson,1597.299061712196
1035,Daniel Sarafian,1473.552647322931
1036,Ildemar Alcantara,1507.8097425309286
1037,Lucas Martins,1519.1466634847225
1038,Pedro Nobre,1500.0
1039,Sean Spencer,1470.57139410304
1040,Tyron Woodley,1571.9406639833267
1041,King Green,1549.6804728785257
1042,Isaac Vallie-Flagg,1473.175946621533
1043,Dustin Kimura,1482.2857867067253
1044,Caros Fodor,1484.4441672745645
1045,Neil Magny,1615.4607683318309
1046,Jon Manley,1484.0
1047,Nah-Shon Burrell,1499.254373284583
1048,Yuri Villefort,1468.0042039471273
1049,Ronda Rousey,1556.564115108861
1050,Liz Carmouche,1507.095227797497
1051,Mizuto Hirota,1443.1630387336745
1052,Hyun Gyu Lim,1483.2650613293883
1053,Kyung Ho Kang,1535.259059973092
1054,Kazuki Tokudome,1468.7950600411289
1055,Bobby Voelker,1439.2065527231193
1056,Jordan Mein,1524.2060776572212
1057,Quinn Mulhern,1470.8025217362597
1058,Gegard Mousasi,1608.7063638806283
1059,Ilir Latifi,1534.174357245307
1060,Ryan Couture,1469.9538318158793
1061,Ryan LaFlare,1559.4341316385994
1062,Tor Troeng,1468.9114249828497
1063,Adam Cella,1484.0
1064,Adlan Amagov,1532.7913200318492
1065,Chris Spang,1484.0
1066,Conor McGregor,1602.1626795221878
1067,Kelvin Gastelum,1564.2144753283285
1068,Uriah Hall,1541.4421637247278
1069,Cat Zingano,1490.811343726191
1070,Miesha Tate,1520.8339715612233
1071,Robert McDaniel,1485.7898458526843
1072,Gilbert Smith,1484.0
1073,Luke Barnatt,1496.6860053491248
1074,Collin Hart,1484.0
1075,Dylan Andrews,1480.021058379758
1076,Jimmy Quinlan,1484.0
1077,Clint Hester,1509.1056760888478
1078,Bristol Marunde,1468.736306793522
1079,Josh Samman,1513.2935948016498
1080,Kevin Casey,1473.8030201127526
1081,Gilbert Melendez,1444.167454873289
1082,Daniel Cormier,1637.8980932425989
1083,Jorge Masvidal,1551.8226625463642
1084,Roger Bowling,1468.279667947267
1085,Yoel Romero,1580.5946822573069
1086,Lorenz Larkin,1525.7194198350053
1087,Ovince Saint Preux,1516.033929203089
1088,Gian Villante,1446.3713529062047
1089,Kurt Holobaugh,1463.5017469303039
1090,Yancy Medeiros,1490.6394622300038
1091,Sara McMann,1522.6712665916828
1092,Sheila Gaff,1468.736306793522
1093,Luke Rockhold,1535.5391084866128
1094,Jacare Souza,1534.7262000663181
1095,Joao Zeferino,1469.521658329455
1096,Michel Prazeres,1574.6384379101141
1097,Iliarde Santos,1453.868242353493
1098,KJ Noons,1487.0887609111007
1099,Estevan Payan,1454.3595199788042
1100,Leonardo Santos,1549.1046456298482
1101,William Macario,1469.4694142440303
1102,Rafael Cavalcante,1461.9998243044452
1103,Eddie Mendez,1483.3185996970885
1104,Antonio Braga Neto,1486.1024013673177
1105,Anthony Smith,1557.05490584865
1106,Leandro Silva,1488.826650655806
1107,Alexis Davis,1519.1409107332954
1108,Rosi Sexton,1467.9660918698307
1109,James Krause,1577.799922334423
1110,Tim Kennedy,1523.388323810202
1111,Roger Gracie,1484.0
1112,Brian Melancon,1501.4859935016884
1113,Jessica Andrade,1578.2798563584029
1114,Trevor Smith,1478.1939931560375
1115,Germaine de Randamie,1563.307209589422
1116,Julie Kedzie,1468.736306793522
1117,Thiago Santos,1553.0814911432672
1118,Jose Maria,1469.3814798069075
1119,Amanda Nunes,1677.6788054014644
1120,Francimar Barroso,1495.1358339657497
1121,Viscardi Andrade,1529.9496545623072
1122,James Vick,1546.2849724129064
1123,Brandon Thatch,1471.815794903953
1124,Zak Cummings,1582.8338520329376
1125,Nikita Krylov,1570.544777070201
1126,Piotr Hallmann,1473.1399250517732
1127,Ali Bagautinov,1522.1842596294257
1128,Edimilson Souza,1531.2611955449968
1129,Ramiro Hernandez,1469.5248473288664
1130,Elias Silverio,1512.0263069113394
1131,Ivan Jorge,1497.3113626688007
1132,Jesse Ronson,1426.2675717864015
1133,Daniel Omielanczuk,1485.3531849098665
1134,Nandor Guelmino,1484.0
1135,Wilson Reis,1517.445091180768
1136,Igor Araujo,1499.8535610100598
1137,Yan Cabral,1482.5079648730682
1138,Alan Patrick,1510.6856964068688
1139,Garett Whiteley,1452.736306793522
1140,Darrell Montague,1455.3706696943173
1141,Andre Fili,1535.3193551705394
1142,Sarah Kaufman,1484.6085683907659
1143,Jessica Eye,1449.5320123472195
1144,Kyoji Horiguchi,1585.4902599855895
1145,Nicholas Musoke,1497.471377750126
1146,Robert Whiteford,1485.993105077091
1147,Brian Houston,1468.8806963153825
1148,Santiago Ponzinibbio,1555.1840238971336
1149,Omari Akhmedov,1562.5209998501289
1150,Adriano Martins,1519.0008212633636
1151,Dustin Ortiz,1538.9374483515414
1152,Anthony Lapsley,1467.4432923289282
1153,Sergio Pettis,1556.8785181493413
1154,Chris Holdsworth,1531.9368559143593
1155,Davey Grant,1510.090867003528
1156,Julianna Pena,1583.8557179553998
1157,Jessica Rakoczy,1469.4695015289756
1158,Jessamyn Duke,1466.5642092219655
1159,Peggy Morgan,1484.0
1160,Tom Niinimaki,1469.0544514970097
1161,Jared Rosholt,1555.6200038553782
1162,Walt Harris,1477.3708828219558
1163,Drew Dober,1542.1101530230926
1164,Raquel Pennington,1599.901153703921
1165,Roxanne Modafferi,1454.1702672515753
1166,Josh Sampo,1468.5841752342371
1167,Ryan Benoit,1455.4668842610424
1168,Justin Scoggins,1479.132627990478
1169,Richie Vaculik,1467.3537787277974
1170,Krzysztof Jotko,1566.2947976042087
1171,Bruno Santos,1486.4332907261683
1172,Alex Garcia,1503.4784371499827
1173,Ben Wall,1468.7154065810942
1174,Bethe Correia,1479.98593143418
1175,Alptekin Ozkilic,1469.902320489579
1176,Zach Makovsky,1486.9688652803634
1177,Tarec Saffiedine,1487.1511319535764
1178,Tatsuya Kawajiri,1506.1521884945428
1179,Sean Soriano,1426.0577076693278
1180,Kiichi Kunimoto,1513.3241678605411
1181,Luiz Dutra,1468.736306793522
1182,Shunichi Shimizu,1483.2606514204442
1183,Will Chope,1483.9905438435892
1184,Katsunori Kikuno,1486.8404748248613
1185,Royston Wee,1514.5612260339533
1186,Dave Galera,1484.0
1187,Mairbek Taisumov,1570.698351043991
1188,Tae Hyun Bang,1486.0460140852413
1189,Jon Delos Reyes,1471.3420147159104
1190,Russell Doane,1474.4848080583442
1191,Leandro Issa,1486.4524532247585
1192,Louis Smolka,1478.590041526091
1193,Beneil Dariush,1636.8418630295653
1194,George Sullivan,1483.6752581015119
1195,Mike Rhodes,1454.6857522909554
1196,Kevin Lee,1547.0119353142297
1197,Andy Enz,1454.8421303956943
1198,Rashid Magomedov,1565.2535067454273
1199,Anthony Rocco Martin,1563.314507187147
1200,Gasan Umalatov,1469.358089624372
1201,Danny Martinez,1471.0631174817422
1202,Takenori Sato,1469.7929253233162
1203,Zubaira Tukhugov,1525.2721091471806
1204,Douglas Silva de Andrade,1519.2399925360996
1205,Albert Tumenov,1528.681154160225
1206,Patrick Cummins,1485.867069379936
1207,Pedro Munhoz,1530.372133601983
1208,Aljamain Sterling,1675.0963419182813
1209,Cody Gibson,1459.7130018122982
1210,Ernest Chavez,1485.4140520793155
1211,Yosdenis Cedeno,1469.3386091039506
1212,Zhang Lipeng,1497.1238073476188
1213,Sai Wang,1500.036890299533
1214,Yui Chul Nam,1480.6466761272275
1215,Anying Wang,1499.263693206478
1216,Albert Cheng,1484.0
1217,Mark Eddiva,1468.72288531954
1218,Jumabieke Tuerxun,1454.0352375214031
1219,Neil Seery,1487.4167501000052
1220,Mats Nilsson,1470.2340630852218
1221,Claudio Silva,1523.1226828094025
1222,Danny Mitchell,1468.7641737961012
1223,Francisco Trevino,1484.0790537478865
1224,Sean Strickland,1633.5881281055952
1225,Hans Stringer,1484.1532358832699
1226,Noad Lahat,1500.5378371751121
1227,Jim Alers,1483.306394693215
1228,Alan Omer,1468.736306793522
1229,Tim Gorman,1469.4991859017468
1230,Elias Theodorou,1571.9356915864282
1231,Sheldon Westcott,1483.2997888276268
1232,Chad Laprise,1521.2267856896303
1233,Olivier Aubin-Mercier,1522.1564751637247
1234,Sean O'Connell,1458.451843383084
1235,Mike de la Torre,1474.842469870989
1236,Nordine Taleb,1524.112935006403
1237,Vik Grujic,1467.9728463869653
1238,Richard Walsh,1469.2466572665144
1239,Chris Indich,1468.0
1240,Leslie Smith,1516.7024665514846
1241,Luke Zachrich,1485.4049371826045
1242,Alex White,1470.5879257869954
1243,Derrick Lewis,1597.979662346212
1244,Jack May,1468.9479586062748
1245,Ray Borg,1534.5057292430843
1246,Mirsad Bektic,1523.8243961007122
1247,Chas Skelly,1571.1193049552724
1248,Hernani Perpetuo,1468.1172815415289
1249,Chris Beal,1479.321572018552
1250,Patrick Williams,1469.3847321019673
1251,Ruan Potts,1454.9094474995682
1252,Aaron Phillips,1439.629771915148
1253,Li Jingliang,1551.222885166172
1254,David Michaud,1483.29760169064
1255,Antonio Carlos Junior,1525.482226808924
1256,Vitor Miranda,1484.4658702305571
1257,Warlley Alves,1489.3064321214772
1258,Marcio Alexandre Junior,1455.3262765607953
1259,Alexander Yakovlev,1468.6353165979917
1260,Ricardo Abreu,1498.4968829087939
1261,Wagner Silva,1469.5031170912061
1262,Marcos Rogerio de Lima,1559.3056171940104
1263,Richardson Moreira,1469.2391155976522
1264,Matt Hobar,1484.1087734058428
1265,Niklas Backstrom,1484.108438276485
1266,Nick Hein,1492.3196809930835
1267,Pawel Pawlak,1482.1641117157965
1268,Ruslan Magomedov,1548.150437772408
1269,Viktor Pesta,1455.4666042607905
1270,Jake Lindsey,1453.4696534898285
1271,Roger Narvaez,1486.8450934890193
1272,Valerie Letourneau,1497.2823652853083
1273,Elizabeth Phillips,1471.5699220064414
1274,Kajan Johnson,1518.744509632247
1275,Michinori Tanaka,1485.5057455540093
1276,Jason Saggo,1501.461949984912
1277,Josh Shockley,1468.6394056001682
1278,Joe Ellenberger,1499.263693206478
1279,James Moontasri,1473.1459032420612
1280,Diego Ferreira,1579.339939953416
1281,Shane Howell,1467.9988754206317
1282,Jake Matthews,1573.9598665638453
1283,Dashon Johnson,1468.097116337237
1284,Roldan Sangcha'an,1466.6551142160097
1285,Rodrigo de Lima,1468.0262062246727
1286,Dan Hooker,1601.634239078554
1287,Ian Entwistle,1485.2745322910453
1288,Aleksei Oleinik,1512.9054228768368
1289,Anthony Hamilton,1441.990499431796
1290,Rob Font,1570.4416546429316
1291,Guilherme Vasconcelos,1483.2991701846584
1292,Bubba Bush,1483.263693206478
1293,Guto Inocente,1469.0622148756684
1294,Eddie Gordon,1468.0407708110479
1295,Dhiego Lima,1474.6972508480246
1296,Corey Anderson,1572.6066461339608
1297,Matt Van Buren,1467.270216701433
1298,Juan Manuel Puig,1468.911915882968
1299,Patrick Walsh,1500.0031233503723
1300,Daniel Spohn,1484.0
1301,Sarah Moras,1453.3616656286001
1302,Alexis Dufresne,1468.736306793522
1303,Robert Drysdale,1500.0
1304,Keith Berish,1484.0
1305,Jerrod Sanders,1485.4752367991648
1306,Claudia Gadelha,1534.7428864036426
1307,Tina Lahdemaki,1484.0
1308,Chris Dempsey,1468.781489775832
1309,Cathal Pendred,1524.6282322208233
1310,Mike King,1484.0
1311,Paddy Holohan,1513.3905585380132
1312,Brian Ortega,1576.9623379506556
1313,Tiago dos Santos e Silva,1497.4030191169195
1314,Akbarh Arreola,1471.2442601860228
1315,Gilbert Burns,1596.5729874489514
1316,Andreas Stahl,1468.7934148985196
1317,Joanna Jedrzejczyk,1557.4317718358348
1318,Juliana Lima,1484.5544342252545
1319,Alan Jouban,1541.4175163967327
1320,Lauren Murphy,1541.6825596624194
1321,Sam Alvey,1447.7149848512588
1322,Frankie Saenz,1495.7105771676465
1323,Nolan Ticman,1468.0339081301693
1324,Clay Collard,1471.256996166062
1325,Valmir Lazaro,1485.5657955225024
1326,Chris Heatherly,1469.536836175275
1327,Brendan O'Reilly,1468.642003568386
1328,Guangyou Ning,1498.436783179564
1329,Jianping Yang,1484.0
1330,Alberto Mina,1530.225251431727
1331,Shinsho Anzai,1502.7194660537066
1332,Yuta Sasaki,1489.5893657572617
1333,Colby Covington,1630.5092068547112
1334,Yao Zhikui,1470.078088380057
1335,Milana Dudieva,1483.2313821198313
1336,Joby Sanchez,1452.8517258124734
1337,Joe Soto,1483.7214783915338
1338,Shayna Baszler,1470.7769693158002
1339,Chris Wade,1540.0551716145683
1340,Cain Carrizosa,1467.3893187640238
1341,Damon Jackson,1519.8916772910432
1342,Tateki Matsuda,1468.7034078411411
1343,Wendell Oliveira Marques,1468.067601496311
1344,Larissa Pacheco,1469.4401170200001
1345,Rin Nakai,1467.3956798108052
1346,Masanori Kanehara,1487.8765115461645
1347,Johnny Case,1525.2209608458918
1348,Eddie Alvarez,1536.410538749925
1349,Chris Kelades,1501.1858141344198
1350,Roman Salazar,1469.427028065146
1351,Paul Felder,1555.5496440317584
1352,Matt Dwyer,1469.5591366413098
1353,Jan Blachowicz,1598.8962190876246
1354,Scott Askham,1469.266447283465
1355,Charles Rosa,1460.2931509263108
1356,Marcin Bandel,1468.7052545179731
1357,Christos Giagos,1476.6747494261294
1358,Daniel Kelly,1528.0229076203807
1359,Leon Edwards,1678.2858952953927
1360,Jorge de Oliveira,1467.3315091622376
1361,Nina Nunes,1521.1763714878991
1362,Diego Rivas,1497.915905618568
1363,Rodolfo Rubio Perez,1484.0
1364,Thomas Almeida,1494.2888111718205
1365,Augusto Montano,1484.0322003803537
1366,Hector Urbina,1483.4899957495104
1367,Henry Briones,1457.5087841575616
1368,Guido Cannetti,1477.54836694913
1369,Alejandro Perez,1544.0505204827134
1370,Jose Quinonez,1510.2126584781865
1371,Gabriel Benitez,1479.3863609239904
1372,Humberto Brown Morrison,1484.0
1373,Marco Beltran,1493.4143227428292
1374,Marlon Vera,1587.5855051702354
1375,Yair Rodriguez,1592.3337012608035
1376,Leonardo Morales,1468.0
1377,Paige VanZant,1510.6035671466593
1378,Kailin Curran,1428.2932440883872
1379,Josh Copeland,1470.8331108911698
1380,Dooho Choi,1515.2306335433498
1381,Justin Jones,1468.7107280031048
1382,Ashlee Evans-Smith,1453.8231065354562
1383,Carla Esparza,1564.109966698389
1384,Rose Namajunas,1604.4804369084768
1385,Jessica Penne,1457.8306114855684
1386,Randa Markos,1464.5028205592137
1387,Angela Hill,1500.9247156362362
1388,Emily Kagan,1467.263693206478
1389,Heather Clark,1484.0029729229482
1390,Bec Rawlings,1455.2135381122646
1391,Joanne Wood,1518.023562007664
1392,Seo Hee Ham,1468.035254839057
1393,Tecia Pennington,1540.2715906036822
1394,Angela Magana,1453.4401925280374
1395,Aisling Daly,1513.8632929573923
1396,Alex Chambers,1455.51007323766
1397,Felice Herrig,1491.7923109468886
1398,Lisa Ellis,1468.0
1399,Bryan Barberena,1493.9674236857145
1400,Anthony Birchak,1469.4871145137292
1401,Henry Cejudo,1607.7630831075035
1402,Willie Gates,1469.6302940121643
1403,Antonio Dos Santos,1466.832165774813
1404,Renato Moicano,1609.1081103641234
1405,Jake Collier,1445.0510563431521
1406,Jared Cannonier,1561.6582509916047
1407,Marion Reneau,1466.5704542119993
1408,Cody Garbrandt,1550.700190966696
1409,Ron Stallings,1483.1741951349456
1410,Frankie Perez,1471.5298498663053
1411,Sultan Aliev,1503.7300371420204
1412,Anthony Christodoulou,1469.4092120599244
1413,Paul Redmond,1469.4940908583537
1414,Konstantin Erokhin,1468.6228740632578
1415,Makwan Amirkhani,1493.3137382170182
1416,Cody Pfister,1468.73054561809
1417,Holly Holm,1525.8478562903983
1418,Masio Fullen,1483.332454751616
1419,Alex Torres,1484.0
1420,Joe Duffy,1498.8561891975376
1421,Alex Oliveira,1500.066623333582
1422,Fredy Serrano,1495.9762683010488
1423,Bentley Syler,1484.0
1424,Timothy Johnson,1517.1542345811292
1425,Shamil Abdurakhimov,1490.8932289873644
1426,Maryna Moroz,1494.1173130988861
1427,Bartosz Fabinski,1499.435862785107
1428,Garreth McLellan,1455.44894024289
1429,Mickael Lebout,1486.810344614538
1430,Damian Stasiak,1469.1814786751843
1431,Aleksandra Albu,1495.3532807110166
1432,Izabela Badurek,1484.0
1433,Stevie Ray,1543.4759934527153
1434,Taylor Lapilus,1557.3674847857994
1435,Rocky Lee,1484.0
1436,Shane Campbell,1457.2142937457286
1437,Jonavin Webb,1468.485695044483
1438,Ben Nguyen,1511.253403256818
1439,Levan Makashvili,1498.9144540971579
1440,Islam Makhachev,1717.6156498123835
1441,Leo Kuntz,1468.0307959336328
1442,Darren Till,1529.928824434563
1443,Nicolas Dalby,1556.1364724497291
1444,Elizeu Zaleski dos Santos,1578.1048078126491
1445,Ericka Almeida,1468.7011136438014
1446,Tom Breese,1528.7552941493009
1447,Lukasz Sajewski,1455.480239319028
1448,Steve Kennedy,1466.8214501927223
1449,Arnold Allen,1625.132986715315
