,fighter,final_elo
1450,Magomed Mustafaev,1516.392478597681
1451,Steve Bosse,1516.600269227154
1452,Joe Merritt,1484.1443361904044
1453,Lewis Gonzalez,1483.3626554881018
1454,Tony Sims,1485.7158937663426
1455,Steve Montgomery,1469.4432586676494
1456,Sirwan Kakai,1499.4307889940421
1457,Kamaru Usman,1665.534244460572
1458,Hayder Hassan,1468.0
1459,Michael Graves,1531.2330848285537
1460,Vicente Luque,1613.4566916030403
1461,Michelle Waterson-Gomez,1463.1027096982953
1462,Dominic Waters,1459.3408414740127
1463,Lyman Good,1508.4242522171958
1464,Cortney Casey,1464.198364061746
1465,Chris de la Rocha,1468.7076843997907
1466,Teemu Packalen,1470.1140310982034
1467,Jimmie Rivera,1547.6256527278044
1468,Dominique Steele,1457.0639983126182
1469,Andrew Holbrook,1483.7806881679655
1470,Glaico Franca Moreira,1486.0279710915206
1471,Fernando Bruno,1470.8211884919704
1472,Reginaldo Vieira,1484.7360883463127
1473,Dileno Lopes,1468.0716593391362
1474,Jessica Aguilar,1455.608161274453
1475,Geane Herrera,1471.7650276911063
1476,Jonathan Wilson,1467.4582847056622
1477,Scott Holtzman,1513.9326810570817
1478,Oluwale Bamgbose,1454.980359330114
1479,Misha Cirkunov,1482.8631112739417
1480,Daniel Jolly,1467.2975328274754
1481,Joaquim Silva,1512.9805914958313
1482,Nazareno Malegarie,1484.0
1483,Yusuke Kasuya,1469.4401386844659
1484,Roger Zapata,1483.263693206478
1485,Teruto Ishihara,1467.2387342955315
1486,Sage Northcutt,1555.8465930661514
1487,Matheus Nicolau,1535.5378658200052
1488,Bruno Korea,1484.0
1489,Anton Zafir,1467.9706584654914
1490,Erick Montano,1482.6309750573655
1491,Enrique Marin,1469.3720788517976
1492,Enrique Barzola,1538.6987445132509
1493,Horacio Gutierrez,1469.4416484500603
1494,Marco Polo Reyes,1492.5201982196152
1495,Cesar Arzamendia,1468.0364409871042
1496,Alvaro Herrera Mendoza,1466.003700837303
1497,Vernon Ramos Ho,1484.0
1498,Dong Hyun Ma,1469.8206364336131
1499,Danny Roberts,1497.826061872511
1500,Nathan Coy,1486.073941195388
1501,Ryan Hall,1563.8293977287055
1502,Artem Lobov,1462.7106282286602
1503,Julian Erosa,1531.0958303612044
1504,Marcin Wrzosek,1484.0
1505,Chris Gruetzemacher,1489.2333770164482
1506,Abner Lloveras,1484.0
1507,Jason Knight,1487.0129151527822
1508,Jocelyn Jones-Lybarger,1453.4004140017898
1509,Karolina Kowalkiewicz,1520.6150132096197
1510,Francis Ngannou,1663.7723666174725
1511,Luis Henrique,1468.6516525606899
1512,Valentina Shevchenko,1642.8407451025691
1513,Alex Morono,1548.31475946253
1514,Justine Kish,1481.6684164618289
1515,Luke Sanders,1474.6480145965934
1516,Kyle Bochniak,1458.0687698118056
1517,Joey Gomez,1469.4293064002827
1518,Elvis Mutapcic,1468.9098725917597
1519,Mehdi Baghdad,1471.4318304292728
1520,Randy Brown,1622.0523685373118
1521,Felipe Olivieri,1482.681976274633
1522,Alex Nicholson,1471.6030458995092
1523,Damian Grabowski,1454.0213015215081
1524,Mickey Gall,1490.0050238896567
1525,Mike Jackson,1483.9661669788793
1526,Augusto Mendes,1488.2657275688402
1527,Leonardo Guimaraes,1468.0336355280708
1528,Kelly Faszholz,1467.3049383825619
1529,Jarjis Danho,1500.6385369653237
1530,Thibault Gouti,1445.2905134845014
1531,David Teymur,1562.637437211812
1532,Martin Svensson,1484.0
1533,Damien Brown,1468.6883131029886
1534,Curtis Blaydes,1620.217354574091
1535,Marcin Tybura,1566.950398453918
1536,Cristina Stanciu,1467.3224515993472
1537,Bojan Velickovic,1485.2539323904443
1538,Alessio Di Chirico,1457.8502130575353
1539,Damir Hadzovic,1491.9228429739248
1540,Filip Pejic,1483.2309975700082
1541,Cyril Asker,1483.7418282295118
1542,Darrell Horcher,1472.9477304609284
1543,Cody East,1466.031985643211
1544,Anna Elmose,1468.670188868717
1545,Josh Emmett,1597.0318161696225
1546,Cristiane Justino,1573.8602709248469
1547,Luan Chagas,1487.4086797235016
1548,Jordan Rinaldi,1492.1486729679934
1549,Alberto Uda,1468.0092112125717
1550,Adam Milstead,1483.2878556984513
1551,Henrique da Silva,1466.1508816175517
1552,Ion Cutelaba,1487.5543282295364
1553,Jonathan Meunier,1501.4795895854895
1554,Belal Muhammad,1689.1784036247932
1555,Andrew Sanchez,1496.3827367435579
1556,Khalil Rountree Jr.,1553.2856919530004
1557,Tatiana Suarez,1606.3398983995878
1558,Amanda Cooper,1466.6243378081965
1559,Will Brooks,1476.6375961047847
1560,Josh Stansbury,1481.857720848395
1561,Cory Hendricks,1484.0
1562,Lando Vannata,1468.8761901036041
1563,Katlyn Cerminara,1569.8594174736995
1564,Eric Spicely,1455.4256209119408
1565,Devin Clark,1485.906104367271
1566,Matthew Lopez,1480.0027669052292
1567,Bojan Mihajlovic,1454.8105295311434
1568,JC Cottrell,1468.7339988725512
1569,Dmitrii Smoliakov,1452.0033813795314
1570,Hector Sandoval,1501.1360227799491
1571,Joseph Gigliotti,1469.0260915238798
1572,Justin Ledet,1478.2016790283687
1573,Chase Sherman,1414.8263210275763
1574,Jason Novelli,1470.8316295199259
1575,Danielle Taylor,1483.401975130368
1576,Mike Perry,1500.122269470973
1577,Sabah Homasi,1456.824497946755
1578,Chris Avila,1467.2617438231548
1579,Max Griffin,1529.8399711108284
1580,Marvin Vettori,1573.6127646872073
1581,Felipe Silva,1484.0376287445263
1582,Jeremy Kennedy,1530.4489854861754
1583,Alex Ricci,1469.7706010834404
1584,Jessin Ayari,1469.2829093117869
1585,Jim Wallhead,1468.1231626805563
1586,Veronica Hardy,1513.159947881062
1587,Christian Colombo,1468.0986689486783
1588,Jack Hermansson,1578.8506095248279
1589,CM Punk,1484.736306793522
1590,Michael McBride,1471.850068430577
1591,Jason Gonzalez,1471.6100295819365
1592,Ricky Glenn,1478.0802645569077
1593,Albert Morales,1458.1316390788952
1594,Lina Lansberg,1459.9508981437048
1595,Gregor Gillespie,1590.4854741225147
1596,Zak Ottow,1504.552960798909
1597,Brandon Moreno,1571.2272389359055
1598,Joachim Christensen,1470.2280098471042
1599,Ketlen Vieira,1553.5057314437365
1600,Marc Diakiese,1508.8819326308983
1601,Marcin Held,1476.07637060613
1602,Martin Bravo,1466.2137494077529
1603,Claudio Puelles,1529.2541409680446
1604,Alexa Grasso,1572.9851252376095
1605,Gadzhimurad Antigulov,1467.5474255126123
1606,Darren Stewart,1477.289050055252
1607,Abdul Razak Alhassan,1495.6385426264837
1608,Charlie Ward,1468.736306793522
1609,Alexander Volkov,1626.9813433658458
1610,Jack Marshman,1474.9869923759486
1611,Mark Godbeer,1499.7082674835133
1612,Brett Johns,1546.3716455040635
1613,Kwan Ho Kwak,1467.3507613178886
1614,Jenel Lausa,1465.5918433763018
1615,Tyson Pedro,1508.3351905791467
1616,Alexander Volkanovski,1653.0753507614456
1617,Matt Schnell,1490.5851357534523
1618,Jamie Moyle,1482.014265322847
1619,Saparbeg Safarov,1472.3040579546912
1620,Ashley Yoder,1430.609420332312
1621,Ryan Janes,1501.4795838257849
1622,Gerald Meerschaert,1544.4512508739044
1623,Shane Burgos,1574.1680194702515
1624,JJ Aldrich,1531.875691207
1625,Brian Camozzi,1456.1323873096785
1626,Emil Meek,1476.9405532731876
1627,Viviane Pereira,1499.672514126337
1628,Paul Craig,1523.2055193653778
1629,Irene Aldana,1544.5151241635153
1630,Niko Price,1508.4345960286832
1631,Drakkar Klose,1603.3453354657702
1632,Devin Powell,1469.5575886137055
1633,Bobby Nash,1455.312836088526
1634,Jordan Johnson,1561.621064198866
1635,Jeremy Kimball,1470.5190728680182
1636,Alexandre Pantoja,1630.005841439337
1637,Eric Shelton,1473.312589372369
1638,Volkan Oezdemir,1549.116824648734
1639,Marcel Fortuna,1482.7513903062418
1640,Ricardo Ramos,1531.7556973089922
1641,Gavin Tucker,1513.6235573725498
1642,Gina Mazany,1442.0566970768416
1643,Aiemann Zahabi,1548.8181519056054
1644,Cynthia Calvillo,1488.302330028745
1645,Andre Soukhamthath,1458.535332112869
1646,Daniel Spitz,1466.0779204653163
1647,Davi Ramos,1519.4957523023936
1648,Paulo Costa,1541.6455192854723
1649,Lucie Pudilova,1429.5259658781345
1650,Pearl Gonzalez,1469.4388392871117
1651,Bibulatov Magomed,1484.7694581336189
1652,Desmond Green,1528.133097142319
1653,Tom Duquesnoy,1514.6257343932132
1654,Cindy Dandois,1485.2494410821168
1655,Rashad Coulter,1468.7780158884384
1656,Oliver Enkamp,1470.717593645263
1657,Marlon Moraes,1510.3346349414123
1658,Brian Kelleher,1482.4163086530357
1659,Deiveson Figueiredo,1647.7235611851268
1660,Luke Jumeau,1497.438385432789
1661,Ashkan Mokhtarian,1468.3830702594782
1662,Chan-Mi Jeon,1468.033767705514
1663,Rolando Dy,1469.6848140839998
1664,Frank Camacho,1448.37241841245
1665,Naoki Inoue,1498.6911710150523
1666,Carls John De Tomas,1468.736306793522
1667,Ji Yeon Kim,1436.8229905447529
1668,Dominick Reyes,1550.4203257494974
1669,Jared Gordon,1537.521531903959
1670,Michel Quinones,1469.3151668924706
1671,Nick Roehrick,1484.2234530527417
1672,Justin Gaethje,1593.275325067985
1673,Tom Gallicchio,1484.8887885578872
1674,Cody Stamann,1514.0704440985955
1675,Terrion Ware,1438.8412758396228
1676,Trevin Giles,1509.9151314685482
1677,James Bochnovic,1468.0376966025985
1678,Amanda Lemos,1562.0555428217767
1679,Galore Bofando,1500.5583927582243
1680,Danny Henry,1499.8043508920878
1681,Daniel Teymur,1457.5488565492824
1682,Justin Willis,1543.8560606264402
1683,James Mulheron,1484.0
1684,Eryk Anders,1505.9595125501098
1685,Junior Albini,1458.8898482173468
1686,Tonya Evinger,1455.513304086968
1687,Calvin Kattar,1536.030013428919
1688,Jarred Brooks,1500.1508328890811
1689,Humberto Bandenay,1468.550259068183
1690,Joseph Morales,1483.4443087156214
1691,Robert Sanchez,1483.2071293153758
1692,Rob Wilkinson,1468.9751443513653
1693,Talita Bernardo,1470.015732872117
1694,Aleksandar Rakic,1536.4857505666273
1695,Mads Burnell,1488.6622496154516
1696,Zabit Magomedsharipov,1589.4163795307848
1697,Mike Santiago,1452.85830558032
1698,Abdul-Kerim Edilov,1514.5946887902653
1699,Arjan Bhullar,1531.8142609119188
1700,Alex Reyes,1455.5891369446576
1701,Azunna Anyanwu,1485.4358728782763
1702,Gokhan Saki,1498.5423128173743
1703,Daichi Abe,1485.000347425381
1704,Syuri Kondo,1467.9893732151527
1705,Mara Romero Borella,1452.559034673052
1706,Kalindra Faria,1451.7520848238778
1707,Poliana Botelho,1482.1732134407855
1708,Oskar Piechota,1481.9475594847067
1709,Jodie Esquibel,1437.7596925239654
1710,Nasrat Haqparast,1577.447320267893
1711,Ramazan Emeev,1527.7822112142367
1712,Salim Touahri,1455.3245239654636
1713,Aspen Ladd,1515.5791519014565
1714,Marcelo Golm,1466.79385554755
1715,Karl Roberson,1472.1310657912118
1716,Jessica-Rose Clark,1474.6003565649714
1717,Shane Young,1454.048966106623
1718,Tai Tuivasa,1508.7003128025501
1719,Nadia Kassem,1484.0879414236463
1720,Adam Wieczorek,1513.2380960404253
1721,Wang Guan,1516.3678266319253
1722,Muslim Salikhov,1557.1062163757158
1723,Sheymon Moraes,1488.1819619299972
1724,Song Kenan,1522.7968345357401
1725,Song Yadong,1599.0244853193426
1726,Bharat Kandare,1484.0
1727,Wu Yanan,1438.8803078022752
1728,Wulijiburen,1452.118174575353
1729,Hu Yaozong,1452.016167399643
1730,Yan Xiaonan,1571.2977453338553
1731,Nicco Montano,1500.5250225059624
1732,Sean O'Malley,1621.6351537337441
1733,Barb Honchak,1465.9620069873833
1734,DeAnna Bennett,1500.0
1735,Melinda Fabian,1484.0308784810788
1736,Montana De La Rosa,1511.0474313236814
1737,Christina Marks,1484.0
1738,Rachael Ostovich,1467.1682807531354
1739,Karine Gevorgyan,1484.0
1740,Shana Dobson,1468.3033997211985
1741,Ariel Beck,1484.0
1742,Gillian Robertson,1559.531970979979
1743,Emily Whitmire,1466.7989280162262
1744,Allen Crowder,1486.0827638507558
1745,Benito Lopez,1501.0147449373553
1746,Markus Perez,1454.6690931993367
1747,Alex Perez,1535.2707929384562
1748,Merab Dvalishvili,1647.5912228720035
1749,Julian Marquez,1477.656879440015
1750,Michal Oleksiejczuk,1499.952863495469
1751,Mark De La Rosa,1452.4152262831901
1752,Matt Frevola,1509.6098321202726
1753,Brandon Davis,1433.957791402309
1754,Julio Arce,1529.294968950468
1755,Dan Ige,1533.5450843428819
1756,Matt Bessette,1469.300537542251
1757,Cory Sandhagen,1604.8289516141601
1758,Austin Arnett,1470.2913875323864
1759,Priscila Cachoeira,1475.43790791086
1760,Polyana Viana,1470.599682400429
1761,Maia Stevenson,1484.0
1762,Israel Adesanya,1631.117580783463
1763,Curtis Millender,1520.3863053937464
1764,Steven Peterson,1469.2914548130086
1765,Tim Williams,1470.2616975089827
1766,Geoff Neal,1572.7808203904358
1767,Manny Bermudez,1509.6832592295345
1768,Marcin Prachnio,1475.9801941568298
1769,Yana Santos,1508.0734927558074
1770,Alexander Hernandez,1513.9917223201026
1771,Mackenzie Dern,1552.0100879398415
1772,Magomed Ankalaev,1646.7870286836715
1773,Hakeem Dawodu,1528.418780787266
1774,Dmitry Sosnovskiy,1516.7577195068498
1775,Charles Byrd,1466.8246441038277
1776,John Phillips,1441.7974584644296
1777,Mike Rodriguez,1456.653409259604
1778,Ricky Rainey,1469.302451146179
1779,Dan Moret,1454.6026701323572
1780,Lauren Mueller,1469.4362045615605
1781,Ricky Simon,1547.0000051892123
1782,Andrea Lee,1456.1494781849565
1783,Craig White,1475.382687794672
1784,Carlo Pedersoli Jr.,1485.5589563936678
1785,Molly McCann,1504.0007977695318
1786,Jose Torres,1500.6126943983882
1787,Sijara Eubanks,1497.7184139354133
1788,Chance Rencountre,1502.6915803947904
1789,Nathaniel Wood,1567.6818939124942
1790,Megan Anderson,1508.2648206463566
1791,Petr Yan,1582.8594081970582
1792,Hector Aldana,1454.7847517704388
1793,Michael Trizano,1514.7712274783614
1794,Joe Giannetti,1484.0
1795,Brad Katona,1494.4163803698732
1796,Jay Cucciniello,1484.0
1797,Luis Pena,1530.0264368343308
1798,Richie Smullen,1484.0
1799,John Gunther,1500.248721655977
1800,Allan Zuniga,1484.0
1801,Bryce Mitchell,1573.021617262507
1802,Tyler Diamond,1484.0
1803,Blagoy Ivanov,1488.0868038375816
1804,Raoni Barcelos,1533.9111624078503
1805,Said Nurmagomedov,1575.3040752380425
1806,Jennifer Maia,1513.900628165569
1807,Elias Garcia,1467.9711737752
1808,David Zawada,1463.912100242166
1809,Abu Azaitar,1481.3346469892242
1810,Nad Narimani,1499.329416788984
1811,Khalid Taha,1456.62771241281
1812,Pingyuan Liu,1498.5605245544143
1813,Darko Stosic,1466.7572332205727
1814,Montel Jackson,1591.6100181322795
1815,Zhang Weili,1617.278009127982
1816,Kevin Holland,1553.6539400617064
1817,Matt Sayles,1469.6289233765006
1818,Aleksei Kunchenko,1510.1640186975546
1819,Khalid Murtazaliev,1518.0739479278493
1820,Adam Yandiev,1486.1878917982206
1821,Stefan Sekulic,1470.4970301525545
1822,Jin Soo Son,1468.7679086384212
1823,Andre Ewell,1485.589542371968
1824,Marina Rodriguez,1530.1644092541135
1825,Augusto Sakai,1516.3974693672878
1826,Mayra Bueno Silva,1516.6566503215613
1827,Luigi Vendramini,1471.34068296701
1828,Ryan Spann,1540.6849774008722
1829,Livinha Souza,1491.3564838412258
1830,Jalin Turner,1536.1591684348618
1831,Jonathan Martinez,1591.9060099564113
1832,Chris Fishgold,1470.889042486098
1833,Don Madge,1531.263693206478
1834,Te Edwards,1469.5522383460502
1835,Thiago Moises,1524.4182373941605
1836,Maycee Barber,1604.039809541963
1837,Hannah Cifers,1451.198952221064
1838,Bobby Moffett,1471.3094039038167
1839,Devonte Smith,1493.8580103655443
1840,Johnny Walker,1528.0365947617931
1841,Ian Heinisch,1495.4225518797568
1842,Anderson Dos Santos,1470.8921475190923
1843,Laureano Staropoli,1468.7699170475591
1844,Jesus Pinedo,1500.5943590932459
1845,Sergei Pavlovich,1561.289518159488
1846,Vince Morales,1463.1943695920022
1847,Martin Day,1438.9880935079636
1848,Sumudaerji,1480.8290517255439
1849,Juan Espino,1513.96029208451
1850,Justin Frazier,1484.0
1851,Macy Chiasson,1568.3846601260827
1852,Pannie Kianzad,1491.0084604052217
1853,Edmen Shahbazyan,1513.1231464678258
1854,Antonina Shevchenko,1499.8639080720623
1855,Kevin Aguilar,1471.2136195495916
1856,Maurice Greene,1493.47569984964
1857,Michel Batista,1484.0
1858,Leah Letson,1498.848131649024
1859,Julija Stoliarenko,1451.9243818634072
1860,Roosevelt Roberts,1483.7942032868764
1861,Chris Gutierrez,1586.026078453912
1862,Sodiq Yusuff,1545.7831674073702
1863,Suman Mokhtarian,1467.294897257383
1864,Damir Ismagulov,1543.0491753516806
1865,Alex Gorgees,1484.0
1866,Kai Kara-France,1556.440652060664
1867,Jimmy Crute,1503.2638178455613
1868,Kyle Nelson,1499.4540182721269
1869,Dwight Grant,1473.1312409087059
1870,Jordan Griffin,1458.608451125036
1871,Juan Adams,1467.2896697746146
1872,Bevon Lewis,1469.9793248795602
1873,Greg Hardy,1487.5023784845964
1874,Ariane da Silva,1513.0446864911787
1875,Alonzo Menifield,1541.8226384320953
1876,Vinicius Moreira,1437.7235261479075
1877,Mario Bautista,1609.6265762143637
1878,Kyle Stewart,1467.4263844699497
1879,Sarah Frota,1470.6476198558462
1880,Geraldo de Freitas,1482.654607597065
1881,Felipe Colares,1472.252250893355
1882,Taila Santos,1523.8552876809258
1883,Jairzinho Rozenstruik,1569.387914342368
1884,Rogerio Bontorin,1483.4382509384445
1885,Anthony Hernandez,1582.9222762021275
1886,Marcos Mariano,1467.8623365955896
1887,Raulian Paiva,1490.7500624111124
1888,Callan Potter,1485.4304293802622
1889,Kron Gracie,1485.0740794548192
1890,Klidson Abreu,1486.3542106412158
1891,Ismail Naurdiev,1521.5179533317003
1892,Joel Alvarez,1562.5497942378913
1893,Ben Askren,1497.4082046754643
1894,Grant Dawson,1625.7301295647035
1895,Jeff Hughes,1454.8671774055624
1896,Nicolae Negumereanu,1527.272414271034
1897,Mike Grundy,1470.3672710947415
1898,Ryan MacDonald,1467.8099256790272
1899,Jordan Espinosa,1468.730990748596
1900,Kennedy Nzechukwu,1528.2955885680378
1901,Sabina Mazo,1483.4593216028338
1902,Casey Kenney,1533.1393592287973
1903,Zelim Imadaev,1453.0782417176094
1904,Boston Salmon,1467.2402861313553
1905,Randy Costa,1466.6089631373602
1906,Arman Tsarukyan,1622.6341737551518
1907,Alen Amedovski,1438.5742287182256
1908,Alex Da Silva,1471.6385971343864
1909,Rafael Fiziev,1553.5353903650625
1910,Movsar Evloev,1624.482140511344
1911,SeungWoo Choi,1475.2015321942317
1912,Thomas Gifford,1468.7994252524343
1913,Takashi Sato,1459.1036181384868
1914,Mike Davis,1548.5849425135657
1915,Virna Jandiroba,1571.7856753107583
1916,Serghei Spivac,1570.7245434966092
1917,Marc-Andre Barriault,1483.4956964880955
1918,Kyle Prepolec,1469.2715903223602
1919,Cole Smith,1483.9550280591952
1920,Luana Carolina,1537.6710567078424
1921,Carlos Huachin,1471.4707693731177
1922,Viviane Araujo,1516.79753954718
1923,Felicia Spencer,1508.0960183131847
1924,Derrick Krantz,1473.1993219102696
1925,Austin Hubbard,1473.7439819970887
1926,Charles Jourdain,1494.4257481324985
1927,Michel Pereira,1592.015152684328
1928,Sung Bin Jo,1481.9019092432197
1929,Sergey Khandozhko,1519.4366598485872
1930,Rostem Akman,1470.7488703669103
1931,Bea Malecki,1512.6143435424522
1932,Duda Santana,1484.0
1933,Danilo Belluardo,1468.0661178732219
1934,Grigory Popov,1466.8699175806832
1935,Deron Winn,1483.6819510205448
1936,Amanda Ribas,1545.462786871302
1937,Journey Newson,1457.3549648992223
1938,Dalcha Lungiambula,1451.4403231070771
1939,Dequan Townsend,1438.9619832520484
1940,Julia Avila,1509.4042233378464
1941,Nohelin Hernandez,1470.824953377755
1942,Wellington Turman,1461.5265516002157
1943,Brianna Fortino,1500.9556602908715
1944,John Allan,1470.1904500094297
1945,Gabriel Silva,1469.6693219743233
1946,Domingo Pilarte,1469.036259695475
1947,Yoshinori Horie,1484.742235545051
1948,Cole Williams,1470.7999895914124
1949,Miranda Granger,1465.5016308421523
1950,Hannah Goldy,1455.4332871745357
1951,Eduardo Garagorri,1487.1853411973955
1952,Rodolfo Vieira,1543.8860271524234
1953,Ciryl Gane,1620.475682108464
1954,Raphael Pessoa,1484.7320692327594
1955,Kazula Vargas,1470.8406168721333
1956,Khama Worthy,1481.9271850757416
1957,Mizuki,1514.0242756052562
1958,Da Woon Jung,1495.492927366281
1959,Khadis Ibragimov,1440.9479388985028
1960,Alatengheili,1543.0695485833999
1961,Batgerel Danaa,1483.851279121736
1962,Karol Rosa,1549.7444460423144
1963,Lara Procopio,1485.9775278448808
1964,JunYong Park,1570.2916122049892
1965,Liana Jojua,1465.7962499127455
1966,Ottman Azaitar,1497.4934915762806
1967,Fares Ziam,1563.3210779171216
1968,Lerone Murphy,1609.4468904574849
1969,Tristan Connelly,1487.0391270280468
1970,Miles Johns,1556.6418202602295
1971,Hunter Azure,1501.3625136316832
1972,Askar Askarov,1537.5746494472612
1973,Vanessa Melo,1471.723580191534
1974,Ariane Carnelossi,1515.185500182898
1975,Tyson Nam,1476.193745274802
1976,Mark Madsen,1532.9118434244194
1977,Makhmud Muradov,1529.9824040624517
1978,Giga Chikadze,1586.7628972432499
1979,Jack Shore,1554.4913762011704
1980,Yorgan De Castro,1466.6499290751335
1981,Justin Tafa,1502.379342601958
1982,Zarah Fairn,1441.1708557500433
1983,Maki Pitolo,1439.0404179242532
1984,Brad Riddell,1515.9162934233714
1985,Jamie Mullarkey,1491.2651153348297
1986,Bruno Silva,1504.1984734424425
1987,Miguel Baeza,1484.2512072433256
1988,Ben Sosoli,1484.5777272794771
1989,Jonathan Pearce,1516.3971694693475
1990,Diana Belbita,1456.6198704346486
1991,Sean Woodson,1572.9719988753855
1992,Tanner Boser,1498.5703913122684
1993,Sean Brady,1602.767297392033
1994,Brendan Allen,1624.8483289502115
1995,Don'Tale Mayes,1491.249859378851
1996,Loma Lookboonmee,1555.7999903460122
1997,Shamil Gamzatov,1500.139546244694
1998,Abubakar Nurmagomedov,1501.280293737593
1999,Roman Kopylov,1534.7109639579483
2000,Tracy Cortez,1559.6939238281147
2001,Isabela de Padua,1482.5957556955877
2002,Andre Muniz,1564.2177103578706
2003,Antonio Arroyo,1453.4488387339156
2004,Billy Quarantillo,1527.2086110358616
2005,Jacob Kilburn,1468.0
2006,Joe Solecki,1532.4342548001437
2007,Mallory Martin,1466.6455164613985
2008,Chase Hooper,1542.0546312202794
2009,Punahele Soriano,1497.4152305243163
2010,Omar Morales,1481.8004157989478
2011,Ode Osbourne,1467.2710690404272
2012,Aleksa Camur,1466.9783372341697
2013,Jamahal Hill,1570.1431583640283
2014,Herbert Burns,1468.7302492687252
2015,Nate Landwehr,1535.6587608683656
2016,Tony Gravely,1499.1553872760837
2017,Youssef Zalal,1526.2231423922963
2018,Austin Lingo,1484.114217278164
2019,Khaos Williams,1565.150475675153
2020,Brok Weaver,1484.065813761434
2021,Daniel Rodriguez,1562.1597302083371
2022,Shanna Young,1470.0873457450602
2023,Josh Culibao,1486.4653258163921
2024,Norma Dumont,1596.2807278748846
2025,Darrick Minner,1475.8805916823346
2026,Kyler Phillips,1558.418557715356
2027,Steve Garcia,1562.8313646852666
2028,TJ Brown,1473.2691704710267
2029,Spike Carlyle,1483.3886499492135
2030,Aalon Cruz,1468.736306793522
2031,Jamall Emmers,1488.017397356743
2032,David Dvorak,1496.6629530941811
2033,Philipe Lins,1535.1613632906203
2034,Ike Villanueva,1437.5089981384479
2035,Rodrigo Nascimento,1534.1300491266757
2036,Irwin Rivera,1486.868653354562
2037,Gabe Green,1487.1856559670857
2038,Brandon Royval,1575.2984207014495
2039,Christian Aguilera,1484.7199563304848
2040,Anthony Ivy,1469.0275888474837
2041,Mariya Agapova,1469.6073052307513
2042,Gustavo Lopez,1487.6704034995632
2043,Zarrukh Adashev,1469.0107769570707
2044,Justin Jaynes,1454.0038156371634
2045,Max Rohskopf,1483.369746777676
2046,Kyle Daukaus,1473.626784759414
2047,Jason Witt,1471.124132007265
2048,Kay Hansen,1468.0661832347098
2049,Jinh Yu Frey,1440.4509876560276
2050,Jiri Prochazka,1546.4718697584472
2051,Roman Bogatov,1488.126802596745
2052,Maxim Grishin,1486.2358882019407
2053,Zhalgas Zhumagulov,1427.3213128213126
2054,Mounir Lazzez,1502.219609114365
2055,Modestas Bukauskas,1505.315287812531
2056,Andreas Michailidis,1468.792563426495
2057,Khamzat Chimaev,1636.783348894785
2058,Roman Dolidze,1577.7398638694235
2059,Amir Albazi,1575.4465230499445
2060,Malcolm Gordon,1457.6467588332073
2061,Carlos Felipe,1516.303823646611
2062,Rhys McKee,1441.645911831884
2063,Tom Aspinall,1618.021688079107
2064,Niklas Stolze,1453.6987377400364
2065,John Castaneda,1519.796583438749
2066,Jai Herbert,1496.2446620596145
2067,Nate Maness,1542.74948507808
2068,Johnny Munoz,1469.0465870633684
2069,Vince Cachero,1468.0638974682836
2070,Cody Durden,1528.5834595545412
2071,Alexander Munoz,1486.8532063567864
2072,Peter Barrett,1470.0079414082868
2073,Ali AlQaisi,1467.3584524778157
2074,Joaquin Buckley,1598.1190400678806
2075,Danny Chavez,1484.2876170906368
2076,Chris Daukaus,1506.7138393929872
2077,Parker Porter,1494.5688435699008
2078,Kai Kamaka,1481.959964867244
2079,Tony Kelley,1501.9720790544995
2080,Jordan Wright,1450.6227372966744
2081,Matthew Semelsberger,1498.5769239335832
2082,Carlton Minus,1468.371433709617
2083,Timur Valiev,1517.774944824534
2084,Trevin Jones,1457.4802347130603
2085,Bill Algeo,1502.9965487675233
2086,Impa Kasanganay,1498.7757773750952
2087,Austin Springer,1485.083847601562
2088,Ray Rodriguez,1473.1714515822941
2089,Kevin Croom,1458.001276236012
2090,Alexandr Romanov,1540.4087403029348
2091,Roque Martinez,1452.0630909239658
2092,Sarah Alpar,1468.5024858553481
2093,TJ Laramie,1470.2441426943933
2094,Jerome Rivera,1437.729273740026
2095,Ludovit Klein,1576.2103225017584
2096,William Knight,1481.1813540300077
2097,Danilo Marques,1495.51611274017
2098,Cameron Else,1467.9388752622076
2099,Dusko Todorovic,1481.71909613558
2100,Nassourdine Imavov,1590.3621163112634
2101,Jordan Williams,1455.2477024896525
2102,Dricus Du Plessis,1640.091286598975
2103,Alan Baudot,1454.6679736102449
2104,Ilia Topuria,1637.1522380044871
2105,Stephanie Egger,1485.5864586696587
2106,Tagir Ulanbekov,1545.3715027597818
2107,KB Bhullar,1469.2804459294696
2108,Guram Kutateladze,1503.3516554235532
2109,Mateusz Gamrot,1577.7733745470075
2110,Mark Striegl,1472.160477189491
2111,Phil Hawes,1493.5258676549583
2112,Jacob Malkoun,1520.0049893345188
2113,Liliya Shakirova,1485.0455471383484
2114,Shavkat Rakhmonov,1607.1126449278647
2115,Miranda Maverick,1558.1396266625225
2116,Charlie Ontiveros,1455.8305423004163
2117,Adrian Yanez,1556.4697031452974
2118,Victor Rodriguez,1468.1000312672961
2119,Kevin Natividad,1454.1496667051451
2120,Jamey Simmons,1470.619812217345
2121,Ramiz Brahimaj,1483.6918988749364
2122,Kanako Murata,1483.0700649959806
2123,Cory McKenna,1495.6988853878981
2124,Sasha Palatnikov,1482.3991669280347
2125,Louis Cosce,1469.4282057787043
2126,Jared Gooden,1460.804892602454
