,event,date,fighter_1,fighter_2,result,method,round,time
6630,UFC Fight Night: Maynard vs Diaz,,Rafael Dos Anjos,Kyle Bradley,win,U-DEC,3,5:00
6631,UFC Fight Night: Maynard vs Diaz,,Gerald Harris,John Salter,win,KO/TKO,3,3:24
6632,UFC Fight Night: Maynard vs Diaz,,Nick Catone,Jesse Forbes,win,S-DEC,3,5:00
6633,UFC 108: Evans vs Silva,,Rashad Evans,Thiago Silva,win,U-DEC,3,5:00
6634,UFC 108: Evans vs Silva,,Paul Daley,Dustin Hazelett,win,KO/TKO,1,2:24
6635,UFC 108: Evans vs Silva,,Sam Stout,Joe Lauzon,win,U-DEC,3,5:00
6636,UFC 108: Evans vs Silva,,Jim Miller,Duane Ludwig,win,SUB,1,2:31
6637,UFC 108: Evans vs Silva,,Junior Dos Santos,Gilbert Yvel,win,KO/TKO,1,2:07
6638,UFC 108: Evans vs Silva,,Martin Kampmann,Jacob Volkmann,win,SUB,1,4:03
6639,UFC 108: Evans vs Silva,,Cole Miller,Dan Lauzon,win,SUB,1,3:05
6640,UFC 108: Evans vs Silva,,Mark Munoz,Ryan Jensen,win,KO/TKO,1,2:30
6641,UFC 108: Evans vs Silva,,Jake Ellenberger,Mike Pyle,win,KO/TKO,2,0:22
6642,UFC 108: Evans vs Silva,,Rafaello Oliveira,John Gunderson,win,U-DEC,3,5:00
6643,UFC 107: Penn vs Sanchez,,BJ Penn,Diego Sanchez,win,KO/TKO,5,2:37
6644,UFC 107: Penn vs Sanchez,,Frank Mir,Cheick Kongo,win,SUB,1,1:12
6645,UFC 107: Penn vs Sanchez,,Jon Fitch,Mike Pierce,win,U-DEC,3,5:00
6646,UFC 107: Penn vs Sanchez,,Kenny Florian,Clay Guida,win,SUB,2,2:19
6647,UFC 107: Penn vs Sanchez,,Stefan Struve,Paul Buentello,win,M-DEC,3,5:00
6648,UFC 107: Penn vs Sanchez,,Alan Belcher,Wilson Gouveia,win,KO/TKO,1,3:03
6649,UFC 107: Penn vs Sanchez,,Matt Wiman,Shane Nelson,win,U-DEC,3,5:00
6650,UFC 107: Penn vs Sanchez,,Johny Hendricks,Ricardo Funch,win,U-DEC,3,5:00
6651,UFC 107: Penn vs Sanchez,,Rousimar Palhares,Lucio Linhares,win,SUB,2,3:21
6652,UFC 107: Penn vs Sanchez,,DaMarques Johnson,Edgar Garcia,win,SUB,1,4:03
6653,UFC 107: Penn vs Sanchez,,TJ Grant,Kevin Burns,win,KO/TKO,1,4:57
6654,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Roy Nelson,Brendan Schaub,win,KO/TKO,1,3:45
6655,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Matt Hamill,Jon Jones,win,DQ,1,4:14
6656,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Kevin Ferguson,Houston Alexander,win,U-DEC,3,5:00
6657,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Frankie Edgar,Matt Veach,win,SUB,2,2:20
6658,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Matt Mitrione,Marcus Jones,win,KO/TKO,2,0:10
6659,The Ultimate Fighter: Heavyweights Finale,2009-12-05,James McSweeney,Darrill Schoonover,win,KO/TKO,3,3:20
6660,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Jon Madsen,Justin Wren,win,S-DEC,3,5:00
6661,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Brian Stann,Rodney Wallace,win,U-DEC,3,5:00
6662,The Ultimate Fighter: Heavyweights Finale,2009-12-05,John Howard,Dennis Hallman,win,KO/TKO,3,4:55
6663,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Mark Bocek,Joe Brammer,win,SUB,1,3:36
6664,UFC 106: Ortiz vs Griffin 2,,Forrest Griffin,Tito Ortiz,win,S-DEC,3,5:00
6665,UFC 106: Ortiz vs Griffin 2,,Josh Koscheck,Anthony Johnson,win,SUB,2,4:47
6666,UFC 106: Ortiz vs Griffin 2,,Paulo Thiago,Jacob Volkmann,win,U-DEC,3,5:00
6667,UFC 106: Ortiz vs Griffin 2,,Rogerio Nogueira,Luiz Cane,win,KO/TKO,1,1:56
6668,UFC 106: Ortiz vs Griffin 2,,Amir Sadollah,Phil Baroni,win,U-DEC,3,5:00
6669,UFC 106: Ortiz vs Griffin 2,,Ben Saunders,Marcus Davis,win,KO/TKO,1,3:24
6670,UFC 106: Ortiz vs Griffin 2,,Kendall Grove,Jake Rosholt,win,SUB,1,3:59
6671,UFC 106: Ortiz vs Griffin 2,,Brian Foster,Brock Larson,win,KO/TKO,2,3:25
6672,UFC 106: Ortiz vs Griffin 2,,Caol Uno,Fabricio Camoes,draw,M-DEC,3,5:00
6673,UFC 106: Ortiz vs Griffin 2,,George Sotiropoulos,Jason Dent,win,SUB,2,4:36
6674,UFC 105: Couture vs Vera,,Randy Couture,Brandon Vera,win,U-DEC,3,5:00
6675,UFC 105: Couture vs Vera,,Dan Hardy,Mike Swick,win,U-DEC,3,5:00
6676,UFC 105: Couture vs Vera,,Michael Bisping,Denis Kang,win,KO/TKO,2,4:24
6677,UFC 105: Couture vs Vera,,Matt Brown,James Wilks,win,KO/TKO,3,2:27
6678,UFC 105: Couture vs Vera,,Ross Pearson,Aaron Riley,win,KO/TKO,2,4:38
6679,UFC 105: Couture vs Vera,,John Hathaway,Paul Taylor,win,U-DEC,3,5:00
6680,UFC 105: Couture vs Vera,,Terry Etim,Shannon Gugerty,win,SUB,2,1:24
6681,UFC 105: Couture vs Vera,,Nick Osipczak,Matthew Riddle,win,KO/TKO,3,3:53
6682,UFC 105: Couture vs Vera,,Dennis Siver,Paul Kelly,win,KO/TKO,2,2:53
6683,UFC 105: Couture vs Vera,,Alexander Gustafsson,Jared Hamman,win,KO/TKO,1,0:41
6684,UFC 105: Couture vs Vera,,Andre Winner,Rolando Delgado,win,KO/TKO,1,3:22
6685,UFC 104: Machida vs Shogun,,Lyoto Machida,Mauricio Rua,win,U-DEC,5,5:00
6686,UFC 104: Machida vs Shogun,,Cain Velasquez,Ben Rothwell,win,KO/TKO,2,0:58
6687,UFC 104: Machida vs Shogun,,Gleison Tibau,Josh Neer,win,U-DEC,3,5:00
6688,UFC 104: Machida vs Shogun,,Joe Stevenson,Spencer Fisher,win,KO/TKO,2,4:03
6689,UFC 104: Machida vs Shogun,,Anthony Johnson,Yoshiyuki Yoshida,win,KO/TKO,1,0:41
6690,UFC 104: Machida vs Shogun,,Ryan Bader,Eric Schafer,win,U-DEC,3,5:00
6691,UFC 104: Machida vs Shogun,,Pat Barry,Antoni Hardonk,win,KO/TKO,2,2:30
6692,UFC 104: Machida vs Shogun,,Chael Sonnen,Yushin Okami,win,U-DEC,3,5:00
6693,UFC 104: Machida vs Shogun,,Jorge Rivera,Rob Kimmons,win,KO/TKO,3,1:53
6694,UFC 104: Machida vs Shogun,,Kyle Kingsbury,Razak Al-Hassan,win,S-DEC,3,5:00
6695,UFC 104: Machida vs Shogun,,Stefan Struve,Chase Gormley,win,SUB,1,4:04
6696,UFC 103: Franklin vs Belfort,,Vitor Belfort,Rich Franklin,win,KO/TKO,1,3:02
6697,UFC 103: Franklin vs Belfort,,Junior Dos Santos,Mirko Filipovic,win,KO/TKO,3,2:00
6698,UFC 103: Franklin vs Belfort,,Paul Daley,Martin Kampmann,win,KO/TKO,1,2:31
6699,UFC 103: Franklin vs Belfort,,Josh Koscheck,Frank Trigg,win,KO/TKO,1,1:25
6700,UFC 103: Franklin vs Belfort,,Tyson Griffin,Hermes Franca,win,KO/TKO,2,3:26
6701,UFC 103: Franklin vs Belfort,,Efrain Escudero,Cole Miller,win,KO/TKO,1,3:36
6702,UFC 103: Franklin vs Belfort,,Tomasz Drwal,Drew McFedries,win,SUB,2,1:03
6703,UFC 103: Franklin vs Belfort,,Jim Miller,Steve Lopez,win,KO/TKO,2,0:48
6704,UFC 103: Franklin vs Belfort,,Nik Lentz,Rafaello Oliveira,win,U-DEC,3,5:00
6705,UFC 103: Franklin vs Belfort,,Rick Story,Brian Foster,win,SUB,2,1:09
6706,UFC 103: Franklin vs Belfort,,Eliot Marshall,Jason Brilz,win,S-DEC,3,5:00
6707,UFC 103: Franklin vs Belfort,,Vladimir Matyushenko,Igor Pokrajac,win,U-DEC,3,5:00
6708,UFC 103: Franklin vs Belfort,,Rafael Dos Anjos,Rob Emerson,win,U-DEC,3,5:00
6709,UFC Fight Night: Diaz vs Guillard,,Nate Diaz,Melvin Guillard,win,SUB,2,2:13
6710,UFC Fight Night: Diaz vs Guillard,,Gray Maynard,Roger Huerta,win,S-DEC,3,5:00
6711,UFC Fight Night: Diaz vs Guillard,,Carlos Condit,Jake Ellenberger,win,S-DEC,3,5:00
6712,UFC Fight Night: Diaz vs Guillard,,Nate Quarry,Tim Credeur,win,U-DEC,3,5:00
6713,UFC Fight Night: Diaz vs Guillard,,Brian Stann,Steve Cantwell,win,U-DEC,3,5:00
6714,UFC Fight Night: Diaz vs Guillard,,Mike Pyle,Chris Wilson,win,SUB,3,2:15
6715,UFC Fight Night: Diaz vs Guillard,,CB Dollaway,Jay Silva,win,U-DEC,3,5:00
6716,UFC Fight Night: Diaz vs Guillard,,Jeremy Stephens,Justin Buchholz,win,KO/TKO,1,3:23
6717,UFC Fight Night: Diaz vs Guillard,,Mike Pierce,Brock Larson,win,U-DEC,3,5:00
6718,UFC Fight Night: Diaz vs Guillard,,Ryan Jensen,Steve Steinbeiss,win,SUB,1,3:56
6719,UFC 102: Couture vs Nogueira,,Antonio Rodrigo Nogueira,Randy Couture,win,U-DEC,3,5:00
6720,UFC 102: Couture vs Nogueira,,Thiago Silva,Keith Jardine,win,KO/TKO,1,1:35
6721,UFC 102: Couture vs Nogueira,,Jake Rosholt,Chris Leben,win,SUB,3,1:30
6722,UFC 102: Couture vs Nogueira,,Nate Marquardt,Demian Maia,win,KO/TKO,1,0:21
6723,UFC 102: Couture vs Nogueira,,Brandon Vera,Krzysztof Soszynski,win,U-DEC,3,5:00
6724,UFC 102: Couture vs Nogueira,,Aaron Simpson,Ed Herman,win,KO/TKO,2,0:17
6725,UFC 102: Couture vs Nogueira,,Gabriel Gonzaga,Chris Tuchscherer,win,KO/TKO,1,2:27
6726,UFC 102: Couture vs Nogueira,,Mike Russow,Justin McCully,win,U-DEC,3,5:00
6727,UFC 102: Couture vs Nogueira,,Todd Duffee,Tim Hague,win,KO/TKO,1,0:07
6728,UFC 102: Couture vs Nogueira,,Mark Munoz,Nick Catone,win,S-DEC,3,5:00
6729,UFC 102: Couture vs Nogueira,,Evan Dunham,Marcus Aurelio,win,S-DEC,3,5:00
6730,UFC 101: Declaration,2009-08-08,BJ Penn,Kenny Florian,win,SUB,4,3:54
6731,UFC 101: Declaration,2009-08-08,Anderson Silva,Forrest Griffin,win,KO/TKO,1,3:23
6732,UFC 101: Declaration,2009-08-08,Aaron Riley,Shane Nelson,win,U-DEC,3,5:00
6733,UFC 101: Declaration,2009-08-08,Johny Hendricks,Amir Sadollah,win,KO/TKO,1,0:29
6734,UFC 101: Declaration,2009-08-08,Ricardo Almeida,Kendall Grove,win,U-DEC,3,5:00
6735,UFC 101: Declaration,2009-08-08,Kurt Pellegrino,Josh Neer,win,U-DEC,3,5:00
6736,UFC 101: Declaration,2009-08-08,John Howard,Tamdan McCrory,win,S-DEC,3,5:00
6737,UFC 101: Declaration,2009-08-08,Alessio Sakara,Thales Leites,win,S-DEC,3,5:00
6738,UFC 101: Declaration,2009-08-08,Matthew Riddle,Dan Cramer,win,U-DEC,3,5:00
6739,UFC 101: Declaration,2009-08-08,George Sotiropoulos,George Roop,win,SUB,2,1:59
6740,UFC 101: Declaration,2009-08-08,Jesse Lennox,Danillo Villefort,win,KO/TKO,3,3:37
6741,UFC 100,2009-07-11,Jon Fitch,Paulo Thiago,win,U-DEC,3,5:00
6742,UFC 100,2009-07-11,Brock Lesnar,Frank Mir,win,KO/TKO,2,1:48
6743,UFC 100,2009-07-11,Georges St-Pierre,Thiago Alves,win,U-DEC,5,5:00
6744,UFC 100,2009-07-11,Dan Henderson,Michael Bisping,win,KO/TKO,2,3:20
6745,UFC 100,2009-07-11,Yoshihiro Akiyama,Alan Belcher,win,S-DEC,3,5:00
6746,UFC 100,2009-07-11,Mark Coleman,Stephan Bonnar,win,U-DEC,3,5:00
6747,UFC 100,2009-07-11,Jim Miller,Mac Danzig,win,U-DEC,3,5:00
6748,UFC 100,2009-07-11,Jon Jones,Jake O'Brien,win,SUB,2,2:43
6749,UFC 100,2009-07-11,Dong Hyun Kim,TJ Grant,win,U-DEC,3,5:00
6750,UFC 100,2009-07-11,Tom Lawlor,CB Dollaway,win,SUB,1,0:55
6751,UFC 100,2009-07-11,Shannon Gugerty,Matt Grice,win,SUB,1,2:36
6752,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Diego Sanchez,Clay Guida,win,S-DEC,3,5:00
6753,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,James Wilks,DaMarques Johnson,win,SUB,1,4:54
6754,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Chris Lytle,Kevin Burns,win,U-DEC,3,5:00
6755,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Ross Pearson,Andre Winner,win,U-DEC,3,5:00
6756,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Joe Stevenson,Nate Diaz,win,U-DEC,3,5:00
6757,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Melvin Guillard,Gleison Tibau,win,S-DEC,3,5:00
6758,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Brad Blackburn,Edgar Garcia,win,S-DEC,3,5:00
6759,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Tomasz Drwal,Mike Ciesnolevicz,win,KO/TKO,1,4:48
6760,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Nick Osipczak,Frank Lester,win,SUB,1,3:40
6761,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Jason Dent,Cameron Dollar,win,SUB,1,4:46
6762,UFC 99: The Comeback,2009-06-13,Rich Franklin,Wanderlei Silva,win,U-DEC,3,5:00
6763,UFC 99: The Comeback,2009-06-13,Cain Velasquez,Cheick Kongo,win,U-DEC,3,5:00
6764,UFC 99: The Comeback,2009-06-13,Mirko Filipovic,Mostapha Al-Turk,win,KO/TKO,1,3:06
6765,UFC 99: The Comeback,2009-06-13,Mike Swick,Ben Saunders,win,KO/TKO,2,3:47
6766,UFC 99: The Comeback,2009-06-13,Spencer Fisher,Caol Uno,win,U-DEC,3,5:00
6767,UFC 99: The Comeback,2009-06-13,Dan Hardy,Marcus Davis,win,S-DEC,3,5:00
6768,UFC 99: The Comeback,2009-06-13,Terry Etim,Justin Buchholz,win,SUB,2,2:38
6769,UFC 99: The Comeback,2009-06-13,Dennis Siver,Dale Hartt,win,SUB,1,3:23
6770,UFC 99: The Comeback,2009-06-13,Paul Taylor,Peter Sobotta,win,U-DEC,3,5:00
6771,UFC 99: The Comeback,2009-06-13,Paul Kelly,Rolando Delgado,win,U-DEC,3,5:00
6772,UFC 99: The Comeback,2009-06-13,Stefan Struve,Denis Stojnic,win,SUB,2,2:37
6773,UFC 99: The Comeback,2009-06-13,John Hathaway,Rick Story,win,U-DEC,3,5:00
6774,UFC 98: Evans vs Machida,,Lyoto Machida,Rashad Evans,win,KO/TKO,2,3:57
6775,UFC 98: Evans vs Machida,,Matt Hughes,Matt Serra,win,U-DEC,3,5:00
6776,UFC 98: Evans vs Machida,,Drew McFedries,Xavier Foupa-Pokam,win,KO/TKO,1,0:37
6777,UFC 98: Evans vs Machida,,Chael Sonnen,Dan Miller,win,U-DEC,3,5:00
6778,UFC 98: Evans vs Machida,,Frankie Edgar,Sean Sherk,win,U-DEC,3,5:00
6779,UFC 98: Evans vs Machida,,Brock Larson,Mike Pyle,win,SUB,1,3:06
6780,UFC 98: Evans vs Machida,,Tim Hague,Pat Barry,win,SUB,1,1:42
6781,UFC 98: Evans vs Machida,,Kyle Bradley,Phillipe Nover,win,KO/TKO,1,1:03
6782,UFC 98: Evans vs Machida,,Krzysztof Soszynski,Andre Gusmao,win,KO/TKO,1,3:17
6783,UFC 98: Evans vs Machida,,Yoshiyuki Yoshida,Brandon Wolff,win,SUB,1,2:24
6784,UFC 98: Evans vs Machida,,George Roop,David Kaplan,win,S-DEC,3,5:00
6785,UFC 97: Redemption,2009-04-18,Anderson Silva,Thales Leites,win,U-DEC,5,5:00
6786,UFC 97: Redemption,2009-04-18,Sam Stout,Matt Wiman,win,U-DEC,3,5:00
6787,UFC 97: Redemption,2009-04-18,Mauricio Rua,Chuck Liddell,win,KO/TKO,1,4:28
6788,UFC 97: Redemption,2009-04-18,Krzysztof Soszynski,Brian Stann,win,SUB,1,3:53
6789,UFC 97: Redemption,2009-04-18,Cheick Kongo,Antoni Hardonk,win,KO/TKO,2,2:29
6790,UFC 97: Redemption,2009-04-18,Luiz Cane,Steve Cantwell,win,U-DEC,3,5:00
6791,UFC 97: Redemption,2009-04-18,Denis Kang,Xavier Foupa-Pokam,win,U-DEC,3,5:00
6792,UFC 97: Redemption,2009-04-18,Nate Quarry,Jason MacDonald,win,KO/TKO,1,2:27
6793,UFC 97: Redemption,2009-04-18,Ed Herman,David Loiseau,win,U-DEC,3,5:00
6794,UFC 97: Redemption,2009-04-18,Mark Bocek,David Bielkheden,win,SUB,1,4:57
6795,UFC 97: Redemption,2009-04-18,TJ Grant,Ryo Chonan,win,S-DEC,3,5:00
6796,UFC 97: Redemption,2009-04-18,Eliot Marshall,Vinny Magalhaes,win,U-DEC,3,5:00
6797,UFC Fight Night: Condit vs Kampmann,,Martin Kampmann,Carlos Condit,win,S-DEC,3,5:00
6798,UFC Fight Night: Condit vs Kampmann,,Ryan Bader,Carmelo Marrero,win,U-DEC,3,5:00
6799,UFC Fight Night: Condit vs Kampmann,,Tyson Griffin,Rafael Dos Anjos,win,U-DEC,3,5:00
6800,UFC Fight Night: Condit vs Kampmann,,Cole Miller,Junie Browning,win,SUB,1,1:58
6801,UFC Fight Night: Condit vs Kampmann,,Gleison Tibau,Jeremy Stephens,win,U-DEC,3,5:00
6802,UFC Fight Night: Condit vs Kampmann,,Ricardo Almeida,Matt Horwich,win,U-DEC,3,5:00
6803,UFC Fight Night: Condit vs Kampmann,,Brock Larson,Jesse Sanders,win,SUB,1,2:01
6804,UFC Fight Night: Condit vs Kampmann,,Tim Credeur,Nick Catone,win,SUB,2,3:45
6805,UFC Fight Night: Condit vs Kampmann,,Jorge Rivera,Nissen Osterneck,win,S-DEC,3,5:00
6806,UFC Fight Night: Condit vs Kampmann,,Rob Kimmons,Joe Vedepo,win,SUB,1,1:54
6807,UFC Fight Night: Condit vs Kampmann,,Aaron Simpson,Tim McKenzie,win,KO/TKO,1,1:40
6808,UFC 96: Jackson vs Jardine,,Quinton Jackson,Keith Jardine,win,U-DEC,3,5:00
6809,UFC 96: Jackson vs Jardine,,Shane Carwin,Gabriel Gonzaga,win,KO/TKO,1,1:09
6810,UFC 96: Jackson vs Jardine,,Matt Brown,Pete Sell,win,KO/TKO,1,1:32
6811,UFC 96: Jackson vs Jardine,,Matt Hamill,Mark Munoz,win,KO/TKO,1,3:53
6812,UFC 96: Jackson vs Jardine,,Gray Maynard,Jim Miller,win,U-DEC,3,5:00
6813,UFC 96: Jackson vs Jardine,,Tamdan McCrory,Ryan Madigan,win,KO/TKO,1,3:35
6814,UFC 96: Jackson vs Jardine,,Kendall Grove,Jason Day,win,KO/TKO,1,1:32
6815,UFC 96: Jackson vs Jardine,,Jason Brilz,Tim Boetsch,win,U-DEC,3,5:00
6816,UFC 96: Jackson vs Jardine,,Brandon Vera,Michael Patt,win,KO/TKO,2,1:27
6817,UFC 96: Jackson vs Jardine,,Shane Nelson,Aaron Riley,win,KO/TKO,1,0:44
6818,UFC 95: Sanchez vs Stevenson,,Diego Sanchez,Joe Stevenson,win,U-DEC,3,5:00
6819,UFC 95: Sanchez vs Stevenson,,Dan Hardy,Rory Markham,win,KO/TKO,1,1:09
6820,UFC 95: Sanchez vs Stevenson,,Nate Marquardt,Wilson Gouveia,win,KO/TKO,3,3:10
6821,UFC 95: Sanchez vs Stevenson,,Demian Maia,Chael Sonnen,win,SUB,1,2:37
6822,UFC 95: Sanchez vs Stevenson,,Paulo Thiago,Josh Koscheck,win,KO/TKO,1,3:29
6823,UFC 95: Sanchez vs Stevenson,,Terry Etim,Brian Cobb,win,KO/TKO,2,0:10
6824,UFC 95: Sanchez vs Stevenson,,Junior Dos Santos,Stefan Struve,win,KO/TKO,1,0:54
6825,UFC 95: Sanchez vs Stevenson,,Evan Dunham,Per Eklund,win,KO/TKO,1,2:13
6826,UFC 95: Sanchez vs Stevenson,,Mike Ciesnolevicz,Neil Grove,win,SUB,1,1:03
6827,UFC 95: Sanchez vs Stevenson,,Paul Kelly,Troy Mandaloniz,win,U-DEC,3,5:00
6828,UFC Fight Night: Lauzon vs Stephens,,Joe Lauzon,Jeremy Stephens,win,SUB,2,4:43
6829,UFC Fight Night: Lauzon vs Stephens,,Cain Velasquez,Denis Stojnic,win,KO/TKO,2,2:34
6830,UFC Fight Night: Lauzon vs Stephens,,Josh Neer,Mac Danzig,win,SUB,2,3:36
6831,UFC Fight Night: Lauzon vs Stephens,,Anthony Johnson,Luigi Fioravanti,win,KO/TKO,1,4:39
6832,UFC Fight Night: Lauzon vs Stephens,,Kurt Pellegrino,Rob Emerson,win,SUB,2,3:14
6833,UFC Fight Night: Lauzon vs Stephens,,Dan Miller,Jake Rosholt,win,SUB,1,1:03
6834,UFC Fight Night: Lauzon vs Stephens,,Matt Veach,Matt Grice,win,KO/TKO,1,4:34
6835,UFC Fight Night: Lauzon vs Stephens,,Gleison Tibau,Rich Clementi,win,SUB,1,4:35
6836,UFC Fight Night: Lauzon vs Stephens,,Nick Catone,Derek Downey,win,SUB,2,1:15
6837,UFC Fight Night: Lauzon vs Stephens,,Matthew Riddle,Steve Bruno,win,U-DEC,3,5:00
6838,UFC 94: St-Pierre vs Penn 2,,Georges St-Pierre,BJ Penn,win,KO/TKO,4,5:00
6839,UFC 94: St-Pierre vs Penn 2,,Lyoto Machida,Thiago Silva,win,KO/TKO,1,4:59
6840,UFC 94: St-Pierre vs Penn 2,,Jon Jones,Stephan Bonnar,win,U-DEC,3,5:00
6841,UFC 94: St-Pierre vs Penn 2,,Karo Parisyan,Dong Hyun Kim,nc,Overturned,3,5:00
6842,UFC 94: St-Pierre vs Penn 2,,Clay Guida,Nate Diaz,win,S-DEC,3,5:00
6843,UFC 94: St-Pierre vs Penn 2,,Jon Fitch,Akihiro Gono,win,U-DEC,3,5:00
6844,UFC 94: St-Pierre vs Penn 2,,Thiago Tavares,Manvel Gamburyan,win,U-DEC,3,5:00
6845,UFC 94: St-Pierre vs Penn 2,,John Howard,Chris Wilson,win,S-DEC,3,5:00
6846,UFC 94: St-Pierre vs Penn 2,,Jake O'Brien,Christian Wellisch,win,S-DEC,3,5:00
6847,UFC 94: St-Pierre vs Penn 2,,Dan Cramer,Matt Arroyo,win,S-DEC,3,5:00
6848,UFC 93: Franklin vs Henderson,,Dan Henderson,Rich Franklin,win,S-DEC,3,5:00
6849,UFC 93: Franklin vs Henderson,,Mauricio Rua,Mark Coleman,win,KO/TKO,3,4:36
6850,UFC 93: Franklin vs Henderson,,Rousimar Palhares,Jeremy Horn,win,U-DEC,3,5:00
6851,UFC 93: Franklin vs Henderson,,Alan Belcher,Denis Kang,win,SUB,2,4:36
6852,UFC 93: Franklin vs Henderson,,Marcus Davis,Chris Lytle,win,S-DEC,3,5:00
6853,UFC 93: Franklin vs Henderson,,John Hathaway,Tom Egan,win,KO/TKO,1,4:36
6854,UFC 93: Franklin vs Henderson,,Martin Kampmann,Alexandre Barros,win,KO/TKO,2,3:09
6855,UFC 93: Franklin vs Henderson,,Eric Schafer,Antonio Mendes,win,KO/TKO,1,3:35
6856,UFC 93: Franklin vs Henderson,,Tomasz Drwal,Ivan Serati,win,KO/TKO,1,2:02
6857,UFC 93: Franklin vs Henderson,,Dennis Siver,Nate Mohr,win,KO/TKO,3,3:45
6858,UFC 92: The Ultimate 2008,2008-12-27,Rashad Evans,Forrest Griffin,win,KO/TKO,3,2:46
6859,UFC 92: The Ultimate 2008,2008-12-27,Frank Mir,Antonio Rodrigo Nogueira,win,KO/TKO,2,1:54
6860,UFC 92: The Ultimate 2008,2008-12-27,CB Dollaway,Mike Massenzio,win,KO/TKO,1,3:01
6861,UFC 92: The Ultimate 2008,2008-12-27,Quinton Jackson,Wanderlei Silva,win,KO/TKO,1,3:21
6862,UFC 92: The Ultimate 2008,2008-12-27,Cheick Kongo,Mostapha Al-Turk,win,KO/TKO,1,4:37
6863,UFC 92: The Ultimate 2008,2008-12-27,Yushin Okami,Dean Lister,win,U-DEC,3,5:00
6864,UFC 92: The Ultimate 2008,2008-12-27,Antoni Hardonk,Mike Wessel,win,KO/TKO,2,2:09
6865,UFC 92: The Ultimate 2008,2008-12-27,Matt Hamill,Reese Andy,win,KO/TKO,2,2:19
6866,UFC 92: The Ultimate 2008,2008-12-27,Brad Blackburn,Ryo Chonan,win,U-DEC,3,5:00
6867,UFC 92: The Ultimate 2008,2008-12-27,Pat Barry,Dan Evensen,win,KO/TKO,1,2:36
6868,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Efrain Escudero,Phillipe Nover,win,U-DEC,3,5:00
6869,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Ryan Bader,Vinny Magalhaes,win,KO/TKO,1,2:18
6870,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Anthony Johnson,Kevin Burns,win,KO/TKO,3,0:28
6871,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Wilson Gouveia,Jason MacDonald,win,KO/TKO,1,2:18
6872,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Junie Browning,David Kaplan,win,SUB,2,1:32
6873,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Krzysztof Soszynski,Shane Primm,win,SUB,2,3:27
6874,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Eliot Marshall,Jules Bruchez,win,SUB,1,1:27
6875,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Tom Lawlor,Kyle Kingsbury,win,U-DEC,3,5:00
6876,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Shane Nelson,George Roop,win,S-DEC,3,5:00
6877,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Rolando Delgado,John Polakowski,win,SUB,2,2:18
6878,UFC Fight Night - Fight for the Troops,,Josh Koscheck,Yoshiyuki Yoshida,win,KO/TKO,1,2:15
6879,UFC Fight Night - Fight for the Troops,,Mike Swick,Jonathan Goulet,win,KO/TKO,1,0:33
6880,UFC Fight Night - Fight for the Troops,,Steve Cantwell,Razak Al-Hassan,win,SUB,1,4:04
6881,UFC Fight Night - Fight for the Troops,,Tim Credeur,Nate Loughran,win,KO/TKO,2,5:00
6882,UFC Fight Night - Fight for the Troops,,Jim Miller,Matt Wiman,win,U-DEC,3,5:00
6883,UFC Fight Night - Fight for the Troops,,Luigi Fioravanti,Brodie Farber,win,U-DEC,3,5:00
6884,UFC Fight Night - Fight for the Troops,,Steve Bruno,Johnny Rees,win,SUB,2,3:44
6885,UFC Fight Night - Fight for the Troops,,Ben Saunders,Brandon Wolff,win,KO/TKO,1,1:49
6886,UFC Fight Night - Fight for the Troops,,Dale Hartt,Corey Hill,win,KO/TKO,2,0:20
